Date,Download,Total,Monthly
2018-12-01T09:00:00,77,15649,77
2018-12-02T09:00:00,47,15696,124
2018-12-03T09:00:00,38,15734,162
2018-12-04T09:00:00,37,15771,199
2018-12-05T09:00:00,33,15804,232
2018-12-06T09:00:00,32,15836,264
2018-12-07T09:00:00,28,15864,292
2018-12-08T09:00:00,39,15903,331
2018-12-09T09:00:00,55,15958,386
2018-12-10T09:00:00,31,15989,417
2018-12-11T09:00:00,70,16059,487
2018-12-12T09:00:00,83,16142,570
2018-12-13T09:00:00,94,16236,664
2018-12-14T09:00:00,62,16298,726
2018-12-15T09:00:00,57,16355,783
2018-12-16T09:00:00,56,16411,839
2018-12-17T09:00:00,45,16456,884
2018-12-18T09:00:00,45,16501,929
2018-12-19T09:00:00,36,16537,965
2018-12-20T09:00:00,35,16572,1000
2018-12-21T09:00:00,52,16624,1052
2018-12-22T09:00:00,42,16666,1094
2018-12-23T09:00:00,62,16728,1156
2018-12-24T09:00:00,28,16756,1184
2018-12-25T09:00:00,37,16793,1221
2018-12-26T09:00:00,38,16831,1259
2018-12-27T09:00:00,40,16871,1299
2018-12-28T09:00:00,37,16908,1336
2018-12-29T09:00:00,49,16957,1385
2018-12-30T09:00:00,41,16998,1426
2018-12-31T09:00:00,46,17044,1472
