Date,Download,Total,Monthly
2019-03-01T09:00:00,99,22275,99
2019-03-02T09:00:00,108,22383,207
2019-03-03T09:00:00,95,22478,302
2019-03-04T09:00:00,80,22558,382
2019-03-05T09:00:00,81,22639,463
2019-03-06T09:00:00,77,22716,540
2019-03-07T09:00:00,75,22791,615
2019-03-08T09:00:00,76,22867,691
2019-03-09T09:00:00,118,22985,809
2019-03-10T09:00:00,86,23071,895
2019-03-11T09:00:00,58,23129,953
2019-03-12T09:00:00,60,23189,1013
2019-03-13T09:00:00,67,23256,1080
2019-03-14T09:00:00,348,23604,1428
2019-03-15T09:00:00,65,23669,1493
2019-03-16T09:00:00,145,23814,1638
2019-03-17T09:00:00,98,23912,1736
2019-03-18T09:00:00,98,23912,1834
2019-03-19T09:00:00,83,24109,1917
2019-03-20T09:00:00,69,24178,1986
2019-03-21T09:00:00,89,24267,2075
2019-03-22T09:00:00,97,24364,2172
2019-03-23T09:00:00,86,24450,2258
2019-03-24T09:00:00,106,24556,2364
2019-03-25T09:00:00,79,24635,2443
2019-03-26T09:00:00,79,24714,2522
2019-03-27T09:00:00,82,24796,2604
2019-03-28T09:00:00,89,24885,2693
2019-03-29T09:00:00,90,24975,2783
2019-03-30T09:00:00,86,25061,2869
2019-03-31T09:00:00,80,25141,2949
