Date,Download,Total,Monthly
2019-06-01T09:00:00,145,29719,145
2019-06-02T09:00:00,103,29822,248
2019-06-03T09:00:00,93,29915,341
2019-06-04T09:00:00,63,29978,404
2019-06-05T09:00:00,174,30152,578
2019-06-06T09:00:00,112,30264,690
2019-06-07T09:00:00,106,30370,796
2019-06-08T09:00:00,132,30502,928
2019-06-09T09:00:00,156,30658,1084
2019-06-10T09:00:00,139,30797,1223
2019-06-11T09:00:00,134,30931,1357
2019-06-12T09:00:00,110,31041,1467
2019-06-13T09:00:00,111,31152,1578
2019-06-14T09:00:00,99,31251,1677
2019-06-15T09:00:00,147,31398,1824
2019-06-16T09:00:00,147,31545,1971
2019-06-17T09:00:00,106,31651,2077
2019-06-18T09:00:00,96,31747,2173
2019-06-19T09:00:00,117,31864,2290
2019-06-20T09:00:00,112,31976,2402
2019-06-21T09:00:00,155,32131,2557
2019-06-22T09:00:00,148,32279,2705
2019-06-23T09:00:00,123,32402,2828
2019-06-24T09:00:00,144,32546,2972
2019-06-25T09:00:00,134,32680,3106
2019-06-26T09:00:00,100,32780,3206
2019-06-27T09:00:00,117,32897,3323
2019-06-28T09:00:00,64,32961,3387
2019-06-29T09:00:00,111,33072,3498
2019-06-30T09:00:00,149,33221,3647
