Date,Download,Total,Monthly
2019-12-01T09:00:00,393,78804,393
2019-12-02T09:00:00,289,79093,682
2019-12-03T09:00:00,262,79355,944
2019-12-04T09:00:00,313,79668,1257
2019-12-05T09:00:00,347,80015,1604
2019-12-06T09:00:00,335,80350,1939
2019-12-07T09:00:00,344,80694,2283
2019-12-08T09:00:00,387,81081,2670
2019-12-09T09:00:00,312,81393,2982
2019-12-10T09:00:00,308,81701,3290
2019-12-11T09:00:00,327,82028,3617
2019-12-12T09:00:00,322,82350,3939
2019-12-13T09:00:00,835,83185,4774
2019-12-14T09:00:00,1172,84357,5946
2019-12-15T09:00:00,1236,85593,7182
2019-12-16T09:00:00,1061,86654,8243
2019-12-17T09:00:00,1148,87802,9391
2019-12-18T09:00:00,913,88715,10304
2019-12-19T09:00:00,786,89501,11090
2019-12-20T09:00:00,895,90396,11985
2019-12-21T09:00:00,1025,91421,13010
2019-12-22T09:00:00,917,92338,13927
2019-12-23T09:00:00,950,93288,14877
2019-12-24T09:00:00,822,94110,15699
2019-12-25T09:00:00,714,94824,16413
2019-12-26T09:00:00,990,95814,17403
2019-12-27T09:00:00,1170,96984,18573
2019-12-28T09:00:00,1015,97999,19588
2019-12-29T09:00:00,1018,99017,20606
2019-12-30T09:00:00,1018,100035,21624
2019-12-31T09:00:00,786,100821,22410
