Date,Download,Total,Monthly
2020-06-01T09:00:00,2937,543538,2937
2020-06-02T09:00:00,2437,545975,5374
2020-06-03T09:00:00,2266,548241,7640
2020-06-04T09:00:00,2120,550361,9760
2020-06-05T09:00:00,2515,552876,12275
2020-06-06T09:00:00,2323,555199,14598
2020-06-07T09:00:00,2278,557477,16876
2020-06-08T09:00:00,2708,560185,19584
2020-06-09T09:00:00,2268,562453,21852
2020-06-10T09:00:00,2248,564701,24100
2020-06-11T09:00:00,2131,566832,26231
2020-06-12T09:00:00,1980,568812,28211
2020-06-13T09:00:00,2086,570898,30297
2020-06-14T09:00:00,2385,573283,32682
2020-06-15T09:00:00,2413,575696,35095
2020-06-16T09:00:00,2186,577882,37281
2020-06-17T09:00:00,2162,580044,39443
2020-06-18T09:00:00,1828,581872,41271
2020-06-19T09:00:00,2300,584172,43571
2020-06-20T09:00:00,2226,586398,45797
2020-06-21T09:00:00,2094,588492,47891
2020-06-22T09:00:00,2007,590499,49898
2020-06-23T09:00:00,2299,592798,52197
2020-06-24T09:00:00,1931,594729,54128
2020-06-25T09:00:00,1760,596489,55888
2020-06-26T09:00:00,1748,598237,57636
2020-06-27T09:00:00,1926,600163,59562
2020-06-28T09:00:00,1949,602112,61511
2020-06-29T09:00:00,2099,604211,63610
2020-06-30T09:00:00,2159,606370,65769
