Date,Download,Total,Monthly
2020-07-01T09:00:00,2076,608444,2076
2020-07-02T09:00:00,1802,610246,3878
2020-07-03T09:00:00,1790,612036,5668
2020-07-04T09:00:00,1891,613927,7559
2020-07-05T09:00:00,2300,616227,9859
2020-07-06T09:00:00,2083,618310,11942
2020-07-07T09:00:00,2414,620724,14356
2020-07-08T09:00:00,2550,623274,16906
2020-07-09T09:00:00,2305,625579,19211
2020-07-10T09:00:00,2235,627814,21446
2020-07-11T09:00:00,2876,630690,24322
2020-07-12T09:00:00,2832,633522,27154
2020-07-13T09:00:00,2709,636231,29863
2020-07-14T09:00:00,2679,638910,32542
2020-07-15T09:00:00,2629,641539,35171
2020-07-16T09:00:00,2976,644515,38147
2020-07-17T09:00:00,2795,647310,40942
2020-07-18T09:00:00,2608,649918,43550
2020-07-19T09:00:00,3173,653091,46723
2020-07-20T09:00:00,2681,655772,49404
2020-07-21T09:00:00,2959,658731,52363
2020-07-22T09:00:00,3247,661978,55610
2020-07-23T09:00:00,2916,664894,58526
2020-07-24T09:00:00,2949,667843,61475
2020-07-25T09:00:00,2737,670580,64212
2020-07-26T09:00:00,3334,673914,67546
2020-07-27T09:00:00,2922,676836,70468
2020-07-28T09:00:00,3115,679951,73583
2020-07-29T09:00:00,2573,682524,76156
2020-07-30T09:00:00,2961,685485,79117
2020-07-31T09:00:00,2514,687999,81631
