Date,Download,Total,Monthly
2020-09-01T09:00:00,2007,782091,2007
2020-09-02T09:00:00,2007,784098,4014
2020-09-03T09:00:00,2016,786114,6030
2020-09-04T09:00:00,2013,788127,8043
2020-09-05T09:00:00,2512,790639,10555
2020-09-06T09:00:00,2418,793057,12973
2020-09-07T09:00:00,2357,795414,15330
2020-09-08T09:00:00,2072,797486,17402
2020-09-09T09:00:00,2168,799654,19570
2020-09-10T09:00:00,2213,801867,21783
2020-09-11T09:00:00,2213,804080,23996
2020-09-12T09:00:00,2817,806897,26813
2020-09-13T09:00:00,2672,809569,29485
2020-09-14T09:00:00,1983,811552,31468
2020-09-15T09:00:00,2023,813575,33491
2020-09-16T09:00:00,1828,815403,35319
2020-09-17T09:00:00,1815,817218,37134
2020-09-18T09:00:00,1899,819117,39033
2020-09-19T09:00:00,2133,821250,41166
2020-09-20T09:00:00,2236,823486,43402
2020-09-21T09:00:00,1811,825297,45213
2020-09-22T09:00:00,1833,827130,47046
2020-09-23T09:00:00,1722,828852,48768
2020-09-24T09:00:00,1674,830526,50442
2020-09-25T09:00:00,1899,832425,52341
2020-09-26T09:00:00,2625,835050,54966
2020-09-27T09:00:00,2416,837466,57382
2020-09-28T09:00:00,1765,839231,59147
2020-09-29T09:00:00,1664,840895,60811
2020-09-30T09:00:00,1574,842469,62385
