Date,Download,Total,Monthly
2020-11-01T09:00:00,4016,919239,4016
2020-11-02T09:00:00,3414,922653,7430
2020-11-03T09:00:00,5930,928583,13360
2020-11-04T09:00:00,4651,933234,18011
2020-11-05T09:00:00,3959,937193,21970
2020-11-06T09:00:00,4257,941450,26227
2020-11-07T09:00:00,4892,946342,31119
2020-11-08T09:00:00,5061,951403,36180
2020-11-09T09:00:00,3721,955124,39901
2020-11-10T09:00:00,3633,958757,43534
2020-11-11T09:00:00,3528,962285,47062
2020-11-12T09:00:00,4006,966291,51068
2020-11-13T09:00:00,4198,970489,55266
2020-11-14T09:00:00,4622,975111,59888
2020-11-15T09:00:00,4454,979565,64342
2020-11-16T09:00:00,4228,983793,68570
2020-11-17T09:00:00,4565,988358,73135
2020-11-18T09:00:00,4739,993097,77874
2020-11-19T09:00:00,5783,998880,83657
2020-11-20T09:00:00,6315,1005195,89972
2020-11-21T09:00:00,7216,1012411,97188
2020-11-22T09:00:00,7482,1019893,104670
