Date,Download,Total,Monthly
2019-05-01T09:00:00,609,91072,609
2019-05-02T09:00:00,463,91535,1072
2019-05-03T09:00:00,778,92313,1850
2019-05-04T09:00:00,1302,93615,3152
2019-05-05T09:00:00,1005,94620,4157
2019-05-06T09:00:00,580,95200,4737
2019-05-07T09:00:00,601,95801,5338
2019-05-08T09:00:00,578,96379,5916
2019-05-09T09:00:00,559,96938,6475
2019-05-10T09:00:00,732,97670,7207
2019-05-11T09:00:00,1256,98926,8463
2019-05-12T09:00:00,979,99905,9442
2019-05-13T09:00:00,646,100551,10088
2019-05-14T09:00:00,629,101180,10717
2019-05-15T09:00:00,536,101716,11253
2019-05-16T09:00:00,489,102205,11742
2019-05-17T09:00:00,612,102817,12354
2019-05-18T09:00:00,825,103642,13179
2019-05-19T09:00:00,898,104540,14077
2019-05-20T09:00:00,506,105046,14583
2019-05-21T09:00:00,522,105568,15105
2019-05-22T09:00:00,591,106159,15696
2019-05-23T09:00:00,553,106712,16249
2019-05-24T09:00:00,652,107364,16901
2019-05-25T09:00:00,870,108234,17771
2019-05-26T09:00:00,820,109054,18591
2019-05-27T09:00:00,721,109775,19312
2019-05-28T09:00:00,552,110327,19864
2019-05-29T09:00:00,596,110923,20460
2019-05-30T09:00:00,626,111549,21086
2019-05-31T09:00:00,1243,112792,22329
