Date,Download,Total,Monthly
2019-07-01T09:00:00,1216,143255,1216
2019-07-02T09:00:00,1342,144597,2558
2019-07-03T09:00:00,1503,146100,4061
2019-07-04T09:00:00,1452,147552,5513
2019-07-05T09:00:00,1356,148908,6869
2019-07-06T09:00:00,1448,150356,8317
2019-07-07T09:00:00,1683,152039,10000
2019-07-08T09:00:00,1441,153480,11441
2019-07-09T09:00:00,1494,154974,12935
2019-07-10T09:00:00,1481,156455,14416
2019-07-11T09:00:00,1783,158238,16199
2019-07-12T09:00:00,1596,159834,17795
2019-07-13T09:00:00,1666,161500,19461
2019-07-14T09:00:00,1863,163363,21324
2019-07-15T09:00:00,1664,165027,22988
2019-07-16T09:00:00,1626,166653,24614
2019-07-17T09:00:00,1601,168254,26215
2019-07-18T09:00:00,1669,169923,27884
2019-07-19T09:00:00,2009,171932,29893
2019-07-20T09:00:00,2957,174889,32850
2019-07-21T09:00:00,2524,177413,35374
2019-07-22T09:00:00,2361,179774,37735
2019-07-23T09:00:00,2324,182098,40059
2019-07-24T09:00:00,2295,184393,42354
2019-07-25T09:00:00,2077,186470,44431
2019-07-26T09:00:00,1889,188359,46320
2019-07-27T09:00:00,2558,190917,48878
2019-07-28T09:00:00,2778,193695,51656
2019-07-29T09:00:00,2298,195993,53954
2019-07-30T09:00:00,2181,198174,56135
2019-07-31T09:00:00,2188,200362,58323
