Date,Download,Total,Monthly
2020-04-01T09:00:00,4969,1149734,4969
2020-04-02T09:00:00,4726,1154460,9695
2020-04-03T09:00:00,5093,1159553,14788
2020-04-04T09:00:00,5111,1164664,19899
2020-04-05T09:00:00,5055,1169719,24954
2020-04-06T09:00:00,4958,1174677,29912
2020-04-07T09:00:00,4519,1179196,34431
2020-04-08T09:00:00,4340,1183536,38771
2020-04-09T09:00:00,5021,1188557,43792
2020-04-10T09:00:00,4775,1193332,48567
2020-04-11T09:00:00,4807,1198139,53374
2020-04-12T09:00:00,5088,1203227,58462
2020-04-13T09:00:00,4389,1207616,62851
2020-04-14T09:00:00,4032,1211648,66883
2020-04-15T09:00:00,3866,1215514,70749
2020-04-16T09:00:00,3734,1219248,74483
2020-04-17T09:00:00,3975,1223223,78458
2020-04-18T09:00:00,4435,1227658,82893
2020-04-19T09:00:00,4125,1231783,87018
2020-04-20T09:00:00,3728,1235511,90746
2020-04-21T09:00:00,4176,1239687,94922
2020-04-22T09:00:00,5066,1244753,99988
2020-04-23T09:00:00,5295,1250048,105283
2020-04-24T09:00:00,4445,1254493,109728
2020-04-25T09:00:00,4777,1259270,114505
2020-04-26T09:00:00,4262,1263532,118767
2020-04-27T09:00:00,4329,1267861,123096
2020-04-28T09:00:00,4504,1272365,127600
2020-04-29T09:00:00,4160,1276525,131760
2020-04-30T09:00:00,3560,1280085,135320
