Date,Download,Total,Monthly
2019-08-01T09:00:00,388,8062,388
2019-08-02T09:00:00,315,8377,703
2019-08-03T09:00:00,400,8777,1103
2019-08-04T09:00:00,368,9145,1471
2019-08-05T09:00:00,650,9795,2121
2019-08-06T09:00:00,1034,10829,3155
2019-08-07T09:00:00,772,11601,3927
2019-08-08T09:00:00,671,12272,4598
2019-08-09T09:00:00,581,12853,5179
2019-08-10T09:00:00,562,13415,5741
2019-08-11T09:00:00,594,14009,6335
2019-08-12T09:00:00,614,14623,6949
2019-08-13T09:00:00,482,15105,7431
2019-08-14T09:00:00,522,15627,7953
2019-08-15T09:00:00,690,16317,8643
2019-08-16T09:00:00,1337,17654,9980
2019-08-17T09:00:00,2344,19998,12324
2019-08-18T09:00:00,1950,21948,14274
2019-08-19T09:00:00,1811,23759,16085
2019-08-20T09:00:00,2162,25921,18247
2019-08-21T09:00:00,2341,28262,20588
2019-08-22T09:00:00,1813,30075,22401
2019-08-23T09:00:00,1836,31911,24237
2019-08-24T09:00:00,2716,34627,26953
2019-08-25T09:00:00,2267,36894,29220
2019-08-26T09:00:00,2200,39094,31420
2019-08-27T09:00:00,1620,40714,33040
2019-08-28T09:00:00,1495,42209,34535
2019-08-29T09:00:00,1364,43573,35899
2019-08-30T09:00:00,1329,44902,37228
2019-08-31T09:00:00,1607,46509,38835
