Date,Download,Total,Monthly
2020-11-01T09:00:00,4383,1329269,4383
2020-11-02T09:00:00,3627,1332896,8010
2020-11-03T09:00:00,6076,1338972,14086
2020-11-04T09:00:00,4808,1343780,18894
2020-11-05T09:00:00,4070,1347850,22964
2020-11-06T09:00:00,4468,1352318,27432
2020-11-07T09:00:00,5208,1357526,32640
2020-11-08T09:00:00,5335,1362861,37975
2020-11-09T09:00:00,3932,1366793,41907
2020-11-10T09:00:00,3791,1370584,45698
2020-11-11T09:00:00,3682,1374266,49380
2020-11-12T09:00:00,4018,1378284,53398
2020-11-13T09:00:00,4349,1382633,57747
2020-11-14T09:00:00,4773,1387406,62520
2020-11-15T09:00:00,4515,1391921,67035
2020-11-16T09:00:00,4379,1396300,71414
2020-11-17T09:00:00,4740,1401040,76154
2020-11-18T09:00:00,4918,1405958,81072
2020-11-19T09:00:00,5939,1411897,87011
2020-11-20T09:00:00,6567,1418464,93578
2020-11-21T09:00:00,7606,1426070,101184
2020-11-22T09:00:00,7751,1433821,108935
