Date,Download,Total,Monthly
2021-03-01T21:30:54,14205,2439597,14205
2021-03-02T03:06:20,3572,2443169,17777
2021-03-02T09:34:48,2528,2445697,20305
2021-03-02T21:33:51,7557,2453254,27862
2021-03-03T09:44:09,5521,2458775,33383
2021-03-03T21:34:39,6335,2465110,39718
2021-03-04T09:38:55,4548,2469658,44266
2021-03-04T21:34:52,5779,2475437,50045
2021-03-05T09:38:47,4354,2479791,54399
2021-03-05T21:34:42,6294,2486085,60693
2021-03-06T09:34:51,5190,2491275,65883
2021-03-06T21:29:42,7877,2499152,73760
2021-03-07T09:38:42,6030,2505182,79790
2021-03-07T21:34:27,7877,2513059,87667